iter	RMSE
558	2.074831223
559	2.071429419
560	2.067123662
561	2.064388973
562	2.059449054
563	2.054713919
564	2.052616743
565	2.051742871
566	2.050447715
567	2.046017488
568	2.043864559
569	2.040971552
570	2.035913348
571	2.033146936
572	2.032225252
573	2.030678354
574	2.027986416
575	2.022265006
576	2.018852335
577	2.018334193
578	2.017367941
579	2.016086719
580	2.009800884
581	2.008845839
582	2.005798755
583	2.004787819
584	1.999653188
585	1.994873026
586	1.992292111
587	1.991370825
588	1.989649672
589	1.986587674
590	1.982682662
591	1.978790181
592	1.973646996
593	1.968069421
594	1.965570492
595	1.960307696
596	1.956641998
597	1.952940482
598	1.951896054
599	1.95057296
600	1.944786845
601	1.940995139
602	1.938553016
603	1.935867306
604	1.931840557
605	1.927849204
606	1.924551711
607	1.922910617
608	1.922515917
609	1.919263991
610	1.916383218
611	1.91501319
612	1.910053031
613	1.904601767
614	1.90212293
615	1.899964711
616	1.899644366
617	1.899203718
618	1.894802438
619	1.893255992
620	1.892254052
621	1.890544499
622	1.88537723
623	1.881818809
624	1.877302629
625	1.872682545
626	1.87227819
627	1.868933757
628	1.865229161
629	1.86400778
630	1.862812043
631	1.860775928
632	1.858625946
633	1.857940881
634	1.855544949
635	1.853051905
636	1.848387602
637	1.844518652
638	1.840087329
639	1.839419123
640	1.836570408
641	1.835716849
642	1.832247004
643	1.830595416
644	1.825807046
645	1.824877889
646	1.823543944
647	1.82248822
648	1.820297434
649	1.818703601
650	1.814303705
651	1.813105772
652	1.807316665
653	1.804715749
654	1.80286154
655	1.799110308
656	1.795962158
657	1.791096166
658	1.787040877
659	1.783267585
660	1.780086917
661	1.779728194
662	1.776169845
663	1.772979676
664	1.771364516
665	1.766961503
666	1.765577225
667	1.764568051
668	1.762149079
669	1.758566561
670	1.75344189
671	1.749530786
672	1.744303462
673	1.739828591
674	1.735829688
675	1.731987387
676	1.727336127
677	1.725225882
678	1.722874685
679	1.717832236
680	1.715120894
681	1.711665472
682	1.709160454
683	1.706055637
684	1.70538625
685	1.701588226
686	1.697246502
687	1.694691331
688	1.691217134
689	1.690601827
690	1.687286396
691	1.685226268
692	1.684553115
693	1.680012021
694	1.675825181
695	1.673942576
696	1.671553593
697	1.667442418
698	1.666594086
699	1.665918685
700	1.662725279
701	1.662102255
702	1.659864992
703	1.658214643
704	1.655299348
705	1.651948095
706	1.649312097
707	1.646363378
708	1.643338725
709	1.641436656
710	1.640782652
711	1.63843357
712	1.635695578
713	1.63475264
714	1.633019321
715	1.6302253
716	1.626879548
717	1.626336681
718	1.624956296
719	1.621646905
720	1.620208317
721	1.617752032
722	1.615856065
723	1.614165224
724	1.611752641
725	1.609464089
726	1.60879583
727	1.605012143
728	1.603391482
729	1.601965255
730	1.600468045
731	1.597848447
732	1.595455302
733	1.593755305
734	1.591825129
735	1.591319283
736	1.588191536
737	1.585927609
738	1.58548786
739	1.584278652
740	1.582816789
741	1.581227554
742	1.579210853
743	1.577536324
744	1.573993316
745	1.572031265
746	1.570416906
747	1.566042289
748	1.563439118
749	1.561193359
750	1.559861366
751	1.556821947
752	1.556461283
753	1.553163926
754	1.551770405
755	1.55052763
756	1.547297743
757	1.543334425
758	1.541464369
759	1.540224865
760	1.539237333
761	1.536944197
762	1.535750196
763	1.532261813
764	1.531824799
765	1.530386039
766	1.528219146
767	1.524187676
768	1.522332418
769	1.521586016
770	1.519265875
771	1.516704997
772	1.515485383
773	1.511986573
774	1.507928836
775	1.506848974
776	1.506345103
777	1.50332078
778	1.500834264
779	1.499178874
780	1.498399334
781	1.495915571
782	1.493219693
783	1.491088275
784	1.488828852
785	1.48729929
786	1.484896654
787	1.482519474
788	1.481876469
789	1.480479699
790	1.480007387
791	1.478760476
792	1.478215701
793	1.477740507
794	1.47591098
795	1.475091874
796	1.474199279
797	1.4730294
798	1.472684691
799	1.47226301
800	1.46947144
801	1.466093612
802	1.465380969
803	1.46318857
804	1.461956433
805	1.460601439
806	1.459452559
807	1.45904464
808	1.457809918
809	1.456824541
810	1.456007169
811	1.454296392
812	1.452347966
813	1.45027392
814	1.446134665
815	1.445918555
816	1.44579908
817	1.443501065
818	1.441523931
819	1.439436801
820	1.43858034
821	1.435976206
822	1.435683634
823	1.434585426
824	1.433498929
825	1.433209398
826	1.432402475
827	1.429546774
828	1.426057662
829	1.424274814
830	1.423388044
831	1.421901117
832	1.42076883
833	1.419468746
834	1.417808152
835	1.415443015
836	1.412877628
837	1.409730159
838	1.409043311
839	1.406752609
840	1.403705143
841	1.402588675
842	1.39896893
843	1.396544882
844	1.39537992
845	1.393390454
846	1.392906815
847	1.390069284
848	1.387059586
849	1.38488584
850	1.381467455
851	1.380668486
852	1.379099377
853	1.376784174
854	1.37502058
855	1.374718759
856	1.374259746
857	1.372515528
858	1.371157922
859	1.369237063
860	1.36724583
861	1.366213259
862	1.364899378
863	1.364005749
864	1.362425407
865	1.36145458
866	1.358978152
867	1.35845734
868	1.357067108
869	1.354217469
870	1.352977039
871	1.351886466
872	1.350252512
873	1.349874431
874	1.347695732
875	1.346772755
876	1.345391057
877	1.341814217
878	1.340591462
879	1.339381135
880	1.338114923
881	1.337052763
882	1.333729164
883	1.332782773
884	1.331549142
885	1.329864301
886	1.328228591
887	1.327041207
888	1.324542143
889	1.323228776
890	1.323122756
891	1.322477926
892	1.321781335
893	1.318974154
894	1.317062841
895	1.316071159
896	1.315608195
897	1.312946042
898	1.312546133
899	1.309996466
900	1.30779424
901	1.305586052
902	1.305245725
903	1.304358365
904	1.300946057
905	1.298891403
906	1.296427819
907	1.294754145
908	1.293442696
909	1.293253338
910	1.291506083
911	1.288868441
912	1.287762597
913	1.287412099
914	1.286955447
915	1.286052396
916	1.285456458
917	1.285242791
918	1.284612489
919	1.282863947
920	1.279773937
921	1.278031224
922	1.276205779
923	1.273493172
924	1.27142296
925	1.268880471
926	1.268065238
927	1.266444444
928	1.265598203
929	1.263854388
930	1.263076171
931	1.261172491
932	1.260986743
933	1.259946728
934	1.259073712
935	1.256736942
936	1.254630257
937	1.252425685
938	1.251351888
939	1.24907525
940	1.248020242
941	1.244993452
942	1.243081905
943	1.242461437
944	1.240847978
945	1.238477506
946	1.235673411
947	1.235012787
948	1.232994178
949	1.232194542
950	1.230138489
951	1.228262463
952	1.226928821
953	1.224850104
954	1.224625875
955	1.22262452
956	1.219841636
957	1.219615039
958	1.21613428
959	1.213383711
960	1.211282095
961	1.210856779
962	1.210413374
963	1.209998179
964	1.209087953
965	1.207146676
966	1.206532093
967	1.205046593
968	1.204313585
969	1.202141978
970	1.201921737
971	1.201539853
972	1.200492696
973	1.199709342
974	1.199123582
975	1.197309951
976	1.19556884
977	1.193200995
978	1.192442348
979	1.191499937
980	1.190615844
981	1.190548915
982	1.18927129
983	1.18777317
984	1.18639473
985	1.18581431
986	1.184099963
987	1.182982445
988	1.181009901
989	1.178640951
990	1.177252303
991	1.175883322
992	1.173753224
993	1.172712187
994	1.172418203
995	1.171500997
996	1.169158855
997	1.167334799
998	1.166288391
999	1.165093413
